StartTime,DataProvider,SettlementDate,SettlementPeriod,Price,Volume
2022-05-07T23:30:00Z,APXMIDP,2022-05-08,2,136.10,757.300
2022-05-07T23:30:00Z,N2EXMIDP,2022-05-08,2,0.00,0.000
2022-05-07T23:00:00Z,APXMIDP,2022-05-08,1,150.16,825.800
2022-05-07T23:00:00Z,N2EXMIDP,2022-05-08,1,0.00,0.000
2022-05-07T22:30:00Z,APXMIDP,2022-05-07,48,157.96,791.500
2022-05-07T22:30:00Z,N2EXMIDP,2022-05-07,48,0.00,0.000
2022-05-07T22:00:00Z,APXMIDP,2022-05-07,47,169.19,1176.850
2022-05-07T22:00:00Z,N2EXMIDP,2022-05-07,47,0.00,0.000
2022-05-07T21:30:00Z,APXMIDP,2022-05-07,46,174.50,1042.550
2022-05-07T21:30:00Z,N2EXMIDP,2022-05-07,46,0.00,0.000
2022-05-07T21:00:00Z,APXMIDP,2022-05-07,45,186.62,1114.950
2022-05-07T21:00:00Z,N2EXMIDP,2022-05-07,45,0.00,0.000
2022-05-07T20:30:00Z,APXMIDP,2022-05-07,44,195.03,920.050
2022-05-07T20:30:00Z,N2EXMIDP,2022-05-07,44,0.00,0.000
2022-05-07T20:00:00Z,APXMIDP,2022-05-07,43,194.20,1042.250
2022-05-07T20:00:00Z,N2EXMIDP,2022-05-07,43,0.00,0.000
2022-05-07T19:30:00Z,APXMIDP,2022-05-07,42,189.39,931.700
2022-05-07T19:30:00Z,N2EXMIDP,2022-05-07,42,0.00,0.000
2022-05-07T19:00:00Z,APXMIDP,2022-05-07,41,191.17,1105.000
2022-05-07T19:00:00Z,N2EXMIDP,2022-05-07,41,0.00,0.000
2022-05-07T18:30:00Z,APXMIDP,2022-05-07,40,185.05,928.550
2022-05-07T18:30:00Z,N2EXMIDP,2022-05-07,40,0.00,0.000
2022-05-07T18:00:00Z,APXMIDP,2022-05-07,39,182.51,1149.250
2022-05-07T18:00:00Z,N2EXMIDP,2022-05-07,39,0.00,0.000
2022-05-07T17:30:00Z,APXMIDP,2022-05-07,38,185.78,1247.750
2022-05-07T17:30:00Z,N2EXMIDP,2022-05-07,38,0.00,0.000
2022-05-07T17:00:00Z,APXMIDP,2022-05-07,37,178.47,975.000
2022-05-07T17:00:00Z,N2EXMIDP,2022-05-07,37,0.00,0.000
2022-05-07T16:30:00Z,APXMIDP,2022-05-07,36,181.26,1274.850
2022-05-07T16:30:00Z,N2EXMIDP,2022-05-07,36,0.00,0.000
2022-05-07T16:00:00Z,APXMIDP,2022-05-07,35,174.10,1210.000
2022-05-07T16:00:00Z,N2EXMIDP,2022-05-07,35,0.00,0.000
2022-05-07T15:30:00Z,APXMIDP,2022-05-07,34,158.73,1224.250
2022-05-07T15:30:00Z,N2EXMIDP,2022-05-07,34,0.00,0.000
2022-05-07T15:00:00Z,APXMIDP,2022-05-07,33,143.22,783.750
2022-05-07T15:00:00Z,N2EXMIDP,2022-05-07,33,0.00,0.000
2022-05-07T14:30:00Z,APXMIDP,2022-05-07,32,154.46,777.450
2022-05-07T14:30:00Z,N2EXMIDP,2022-05-07,32,0.00,0.000
2022-05-07T14:00:00Z,APXMIDP,2022-05-07,31,168.11,877.500
2022-05-07T14:00:00Z,N2EXMIDP,2022-05-07,31,0.00,0.000
2022-05-07T13:30:00Z,APXMIDP,2022-05-07,30,145.53,1231.150
2022-05-07T13:30:00Z,N2EXMIDP,2022-05-07,30,0.00,0.000
2022-05-07T13:00:00Z,APXMIDP,2022-05-07,29,149.72,987.750
2022-05-07T13:00:00Z,N2EXMIDP,2022-05-07,29,0.00,0.000
2022-05-07T12:30:00Z,APXMIDP,2022-05-07,28,158.24,1103.950
2022-05-07T12:30:00Z,N2EXMIDP,2022-05-07,28,0.00,0.000
2022-05-07T12:00:00Z,APXMIDP,2022-05-07,27,165.99,963.700
2022-05-07T12:00:00Z,N2EXMIDP,2022-05-07,27,0.00,0.000
2022-05-07T11:30:00Z,APXMIDP,2022-05-07,26,166.99,1150.750
2022-05-07T11:30:00Z,N2EXMIDP,2022-05-07,26,0.00,0.000
2022-05-07T11:00:00Z,APXMIDP,2022-05-07,25,170.33,1531.700
2022-05-07T11:00:00Z,N2EXMIDP,2022-05-07,25,0.00,0.000
2022-05-07T10:30:00Z,APXMIDP,2022-05-07,24,172.74,1258.650
2022-05-07T10:30:00Z,N2EXMIDP,2022-05-07,24,0.00,0.000
2022-05-07T10:00:00Z,APXMIDP,2022-05-07,23,173.62,1161.550
2022-05-07T10:00:00Z,N2EXMIDP,2022-05-07,23,0.00,0.000
2022-05-07T09:30:00Z,APXMIDP,2022-05-07,22,183.50,1144.500
2022-05-07T09:30:00Z,N2EXMIDP,2022-05-07,22,0.00,0.000
2022-05-07T09:00:00Z,APXMIDP,2022-05-07,21,185.76,1062.350
2022-05-07T09:00:00Z,N2EXMIDP,2022-05-07,21,0.00,0.000
