StartTime,DataProvider,SettlementDate,SettlementPeriod,Price,Volume
2021-12-25T23:30:00Z,APXMIDP,2021-12-25,48,114.00,455.100
2021-12-25T23:30:00Z,N2EXMIDP,2021-12-25,48,0.00,0.000
2021-12-25T23:00:00Z,APXMIDP,2021-12-25,47,123.81,504.750
2021-12-25T23:00:00Z,N2EXMIDP,2021-12-25,47,0.00,0.000
2021-12-25T22:30:00Z,APXMIDP,2021-12-25,46,157.31,781.950
2021-12-25T22:30:00Z,N2EXMIDP,2021-12-25,46,0.00,0.000
2021-12-25T22:00:00Z,APXMIDP,2021-12-25,45,147.02,716.400
2021-12-25T22:00:00Z,N2EXMIDP,2021-12-25,45,0.00,0.000
2021-12-25T21:30:00Z,APXMIDP,2021-12-25,44,156.92,823.500
2021-12-25T21:30:00Z,N2EXMIDP,2021-12-25,44,0.00,0.000
2021-12-25T21:00:00Z,APXMIDP,2021-12-25,43,148.31,785.650
2021-12-25T21:00:00Z,N2EXMIDP,2021-12-25,43,0.00,0.000
2021-12-25T20:30:00Z,APXMIDP,2021-12-25,42,147.68,805.850
2021-12-25T20:30:00Z,N2EXMIDP,2021-12-25,42,0.00,0.000
2021-12-25T20:00:00Z,APXMIDP,2021-12-25,41,154.98,839.600
2021-12-25T20:00:00Z,N2EXMIDP,2021-12-25,41,0.00,0.000
2021-12-25T19:30:00Z,APXMIDP,2021-12-25,40,157.20,886.800
2021-12-25T19:30:00Z,N2EXMIDP,2021-12-25,40,0.00,0.000
2021-12-25T19:00:00Z,APXMIDP,2021-12-25,39,153.81,1056.550
2021-12-25T19:00:00Z,N2EXMIDP,2021-12-25,39,0.00,0.000
2021-12-25T18:30:00Z,APXMIDP,2021-12-25,38,141.80,769.300
2021-12-25T18:30:00Z,N2EXMIDP,2021-12-25,38,0.00,0.000
2021-12-25T18:00:00Z,APXMIDP,2021-12-25,37,129.70,695.000
2021-12-25T18:00:00Z,N2EXMIDP,2021-12-25,37,0.00,0.000
2021-12-25T17:30:00Z,APXMIDP,2021-12-25,36,123.00,649.900
2021-12-25T17:30:00Z,N2EXMIDP,2021-12-25,36,0.00,0.000
2021-12-25T17:00:00Z,APXMIDP,2021-12-25,35,174.68,534.100
2021-12-25T17:00:00Z,N2EXMIDP,2021-12-25,35,0.00,0.000
2021-12-25T16:30:00Z,APXMIDP,2021-12-25,34,174.10,732.500
2021-12-25T16:30:00Z,N2EXMIDP,2021-12-25,34,0.00,0.000
2021-12-25T16:00:00Z,APXMIDP,2021-12-25,33,190.36,718.300
2021-12-25T16:00:00Z,N2EXMIDP,2021-12-25,33,0.00,0.000
2021-12-25T15:30:00Z,APXMIDP,2021-12-25,32,184.40,735.000
2021-12-25T15:30:00Z,N2EXMIDP,2021-12-25,32,0.00,0.000
2021-12-25T15:00:00Z,APXMIDP,2021-12-25,31,188.31,836.950
2021-12-25T15:00:00Z,N2EXMIDP,2021-12-25,31,0.00,0.000
2021-12-25T14:30:00Z,APXMIDP,2021-12-25,30,185.07,802.050
2021-12-25T14:30:00Z,N2EXMIDP,2021-12-25,30,0.00,0.000
2021-12-25T14:00:00Z,APXMIDP,2021-12-25,29,193.56,724.700
2021-12-25T14:00:00Z,N2EXMIDP,2021-12-25,29,0.00,0.000
2021-12-25T13:30:00Z,APXMIDP,2021-12-25,28,190.26,927.500
2021-12-25T13:30:00Z,N2EXMIDP,2021-12-25,28,0.00,0.000
2021-12-25T13:00:00Z,APXMIDP,2021-12-25,27,185.35,934.150
2021-12-25T13:00:00Z,N2EXMIDP,2021-12-25,27,0.00,0.000
2021-12-25T12:30:00Z,APXMIDP,2021-12-25,26,176.43,1101.450
2021-12-25T12:30:00Z,N2EXMIDP,2021-12-25,26,0.00,0.000
2021-12-25T12:00:00Z,APXMIDP,2021-12-25,25,167.10,979.500
2021-12-25T12:00:00Z,N2EXMIDP,2021-12-25,25,0.00,0.000
2021-12-25T11:30:00Z,APXMIDP,2021-12-25,24,184.90,1019.200
2021-12-25T11:30:00Z,N2EXMIDP,2021-12-25,24,0.00,0.000
2021-12-25T11:00:00Z,APXMIDP,2021-12-25,23,169.05,843.750
2021-12-25T11:00:00Z,N2EXMIDP,2021-12-25,23,0.00,0.000
2021-12-25T10:30:00Z,APXMIDP,2021-12-25,22,146.94,1064.150
2021-12-25T10:30:00Z,N2EXMIDP,2021-12-25,22,0.00,0.000
2021-12-25T10:00:00Z,APXMIDP,2021-12-25,21,142.07,1178.700
2021-12-25T10:00:00Z,N2EXMIDP,2021-12-25,21,0.00,0.000
2021-12-25T09:30:00Z,APXMIDP,2021-12-25,20,174.64,1219.600
