StartTime,DataProvider,SettlementDate,SettlementPeriod,Price,Volume
2022-02-05T23:30:00Z,APXMIDP,2022-02-05,48,126.94,413.150
2022-02-05T23:30:00Z,N2EXMIDP,2022-02-05,48,0.00,0.000
2022-02-05T23:00:00Z,APXMIDP,2022-02-05,47,164.63,520.500
2022-02-05T23:00:00Z,N2EXMIDP,2022-02-05,47,0.00,0.000
2022-02-05T22:30:00Z,APXMIDP,2022-02-05,46,114.31,1099.500
2022-02-05T22:30:00Z,N2EXMIDP,2022-02-05,46,0.00,0.000
2022-02-05T22:00:00Z,APXMIDP,2022-02-05,45,158.67,1074.150
2022-02-05T22:00:00Z,N2EXMIDP,2022-02-05,45,0.00,0.000
2022-02-05T21:30:00Z,APXMIDP,2022-02-05,44,109.30,909.650
2022-02-05T21:30:00Z,N2EXMIDP,2022-02-05,44,0.00,0.000
2022-02-05T21:00:00Z,APXMIDP,2022-02-05,43,152.54,867.000
2022-02-05T21:00:00Z,N2EXMIDP,2022-02-05,43,0.00,0.000
2022-02-05T20:30:00Z,APXMIDP,2022-02-05,42,171.62,711.950
2022-02-05T20:30:00Z,N2EXMIDP,2022-02-05,42,0.00,0.000
2022-02-05T20:00:00Z,APXMIDP,2022-02-05,41,180.03,781.900
2022-02-05T20:00:00Z,N2EXMIDP,2022-02-05,41,0.00,0.000
2022-02-05T19:30:00Z,APXMIDP,2022-02-05,40,164.89,737.800
2022-02-05T19:30:00Z,N2EXMIDP,2022-02-05,40,0.00,0.000
2022-02-05T19:00:00Z,APXMIDP,2022-02-05,39,171.30,982.050
2022-02-05T19:00:00Z,N2EXMIDP,2022-02-05,39,0.00,0.000
2022-02-05T18:30:00Z,APXMIDP,2022-02-05,38,173.67,1072.800
2022-02-05T18:30:00Z,N2EXMIDP,2022-02-05,38,0.00,0.000
2022-02-05T18:00:00Z,APXMIDP,2022-02-05,37,186.15,1296.250
2022-02-05T18:00:00Z,N2EXMIDP,2022-02-05,37,0.00,0.000
2022-02-05T17:30:00Z,APXMIDP,2022-02-05,36,194.96,1277.550
2022-02-05T17:30:00Z,N2EXMIDP,2022-02-05,36,0.00,0.000
2022-02-05T17:00:00Z,APXMIDP,2022-02-05,35,183.85,1049.750
2022-02-05T17:00:00Z,N2EXMIDP,2022-02-05,35,0.00,0.000
2022-02-05T16:30:00Z,APXMIDP,2022-02-05,34,173.40,1197.450
2022-02-05T16:30:00Z,N2EXMIDP,2022-02-05,34,0.00,0.000
2022-02-05T16:00:00Z,APXMIDP,2022-02-05,33,135.99,776.750
2022-02-05T16:00:00Z,N2EXMIDP,2022-02-05,33,0.00,0.000
2022-02-05T15:30:00Z,APXMIDP,2022-02-05,32,120.67,731.750
2022-02-05T15:30:00Z,N2EXMIDP,2022-02-05,32,0.00,0.000
2022-02-05T15:00:00Z,APXMIDP,2022-02-05,31,114.75,887.350
2022-02-05T15:00:00Z,N2EXMIDP,2022-02-05,31,0.00,0.000
2022-02-05T14:30:00Z,APXMIDP,2022-02-05,30,144.96,1337.700
2022-02-05T14:30:00Z,N2EXMIDP,2022-02-05,30,0.00,0.000
2022-02-05T14:00:00Z,APXMIDP,2022-02-05,29,145.76,1169.950
2022-02-05T14:00:00Z,N2EXMIDP,2022-02-05,29,0.00,0.000
2022-02-05T13:30:00Z,APXMIDP,2022-02-05,28,140.61,1325.300
2022-02-05T13:30:00Z,N2EXMIDP,2022-02-05,28,0.00,0.000
2022-02-05T13:00:00Z,APXMIDP,2022-02-05,27,133.01,1125.000
2022-02-05T13:00:00Z,N2EXMIDP,2022-02-05,27,0.00,0.000
2022-02-05T12:30:00Z,APXMIDP,2022-02-05,26,130.38,1463.500
2022-02-05T12:30:00Z,N2EXMIDP,2022-02-05,26,0.00,0.000
2022-02-05T12:00:00Z,APXMIDP,2022-02-05,25,126.95,1607.800
2022-02-05T12:00:00Z,N2EXMIDP,2022-02-05,25,0.00,0.000
