PublishTime,BusinessType,PsrType,Quantity,StartTime,SettlementDate,SettlementPeriod
2024-10-20T01:58:06Z,Wind generation,Wind Onshore,2931.376,2024-10-19T23:30:00Z,2024-10-20,2
2024-10-20T01:58:06Z,Wind generation,Wind Offshore,534.908,2024-10-19T23:30:00Z,2024-10-20,2
2024-10-20T01:58:06Z,Solar generation,Solar,0.000,2024-10-19T23:30:00Z,2024-10-20,2
2024-10-20T01:28:07Z,Wind generation,Wind Onshore,2667.962,2024-10-19T23:00:00Z,2024-10-20,1
2024-10-20T01:28:07Z,Wind generation,Wind Offshore,613.313,2024-10-19T23:00:00Z,2024-10-20,1
2024-10-20T01:28:07Z,Solar generation,Solar,0.000,2024-10-19T23:00:00Z,2024-10-20,1
2024-10-20T00:58:05Z,Wind generation,Wind Onshore,2626.762,2024-10-19T22:30:00Z,2024-10-19,48
2024-10-20T00:58:05Z,Wind generation,Wind Offshore,579.511,2024-10-19T22:30:00Z,2024-10-19,48
2024-10-20T00:58:05Z,Solar generation,Solar,0.000,2024-10-19T22:30:00Z,2024-10-19,48
2024-10-20T00:28:06Z,Wind generation,Wind Onshore,1214.696,2024-10-19T22:00:00Z,2024-10-19,47
2024-10-20T00:28:06Z,Wind generation,Wind Offshore,55.032,2024-10-19T22:00:00Z,2024-10-19,47
2024-10-20T00:28:06Z,Solar generation,Solar,0.000,2024-10-19T22:00:00Z,2024-10-19,47
2024-10-19T23:58:06Z,Wind generation,Wind Onshore,1895.247,2024-10-19T21:30:00Z,2024-10-19,46
2024-10-19T23:58:06Z,Wind generation,Wind Offshore,481.605,2024-10-19T21:30:00Z,2024-10-19,46
2024-10-19T23:58:06Z,Solar generation,Solar,0.000,2024-10-19T21:30:00Z,2024-10-19,46
2024-10-19T23:28:05Z,Wind generation,Wind Onshore,1777.323,2024-10-19T21:00:00Z,2024-10-19,45
2024-10-19T23:28:05Z,Wind generation,Wind Offshore,365.080,2024-10-19T21:00:00Z,2024-10-19,45
2024-10-19T23:28:05Z,Solar generation,Solar,0.000,2024-10-19T21:00:00Z,2024-10-19,45
2024-10-19T22:58:05Z,Wind generation,Wind Onshore,886.188,2024-10-19T20:30:00Z,2024-10-19,44
2024-10-19T22:58:05Z,Wind generation,Wind Offshore,59.511,2024-10-19T20:30:00Z,2024-10-19,44
2024-10-19T22:58:05Z,Solar generation,Solar,0.000,2024-10-19T20:30:00Z,2024-10-19,44
2024-10-19T22:28:06Z,Wind generation,Wind Onshore,1502.580,2024-10-19T20:00:00Z,2024-10-19,43
2024-10-19T22:28:06Z,Wind generation,Wind Offshore,389.266,2024-10-19T20:00:00Z,2024-10-19,43
2024-10-19T22:28:06Z,Solar generation,Solar,0.000,2024-10-19T20:00:00Z,2024-10-19,43
2024-10-19T21:58:05Z,Wind generation,Wind Onshore,761.774,2024-10-19T19:30:00Z,2024-10-19,42
2024-10-19T21:58:05Z,Wind generation,Wind Offshore,57.789,2024-10-19T19:30:00Z,2024-10-19,42
2024-10-19T21:58:05Z,Solar generation,Solar,0.000,2024-10-19T19:30:00Z,2024-10-19,42
2024-10-19T21:28:06Z,Wind generation,Wind Onshore,761.774,2024-10-19T19:00:00Z,2024-10-19,41
2024-10-19T21:28:06Z,Wind generation,Wind Offshore,57.789,2024-10-19T19:00:00Z,2024-10-19,41
2024-10-19T21:28:06Z,Solar generation,Solar,0.000,2024-10-19T19:00:00Z,2024-10-19,41
2024-10-19T20:58:06Z,Wind generation,Wind Onshore,1211.169,2024-10-19T18:30:00Z,2024-10-19,40
2024-10-19T20:58:06Z,Wind generation,Wind Offshore,663.529,2024-10-19T18:30:00Z,2024-10-19,40
2024-10-19T20:58:06Z,Solar generation,Solar,0.000,2024-10-19T18:30:00Z,2024-10-19,40
2024-10-19T20:28:06Z,Wind generation,Wind Onshore,669.786,2024-10-19T18:00:00Z,2024-10-19,39
2024-10-19T20:28:06Z,Wind generation,Wind Offshore,58.360,2024-10-19T18:00:00Z,2024-10-19,39
