PublishTime,BusinessType,PsrType,Quantity,StartTime,SettlementDate,SettlementPeriod
2022-01-22T23:28:07Z,Wind generation,Wind Onshore,3292.924,2022-01-22T22:00:00Z,2022-01-22,45
2022-01-22T23:28:07Z,Wind generation,Wind Offshore,1413.243,2022-01-22T22:00:00Z,2022-01-22,45
2022-01-22T23:28:07Z,Solar generation,Solar,0.000,2022-01-22T22:00:00Z,2022-01-22,45
2022-01-22T22:58:07Z,Wind generation,Wind Onshore,3113.400,2022-01-22T21:30:00Z,2022-01-22,44
2022-01-22T22:58:07Z,Wind generation,Wind Offshore,1457.039,2022-01-22T21:30:00Z,2022-01-22,44
2022-01-22T22:58:07Z,Solar generation,Solar,0.000,2022-01-22T21:30:00Z,2022-01-22,44
2022-01-22T22:28:07Z,Wind generation,Wind Onshore,3044.143,2022-01-22T21:00:00Z,2022-01-22,43
2022-01-22T22:28:07Z,Wind generation,Wind Offshore,1432.508,2022-01-22T21:00:00Z,2022-01-22,43
2022-01-22T22:28:07Z,Solar generation,Solar,0.000,2022-01-22T21:00:00Z,2022-01-22,43
2022-01-22T21:58:07Z,Wind generation,Wind Onshore,2982.490,2022-01-22T20:30:00Z,2022-01-22,42
2022-01-22T21:58:07Z,Wind generation,Wind Offshore,1532.153,2022-01-22T20:30:00Z,2022-01-22,42
2022-01-22T21:58:07Z,Solar generation,Solar,0.000,2022-01-22T20:30:00Z,2022-01-22,42
2022-01-22T21:28:08Z,Wind generation,Wind Onshore,3047.432,2022-01-22T20:00:00Z,2022-01-22,41
2022-01-22T21:28:08Z,Wind generation,Wind Offshore,1692.276,2022-01-22T20:00:00Z,2022-01-22,41
2022-01-22T21:28:08Z,Solar generation,Solar,0.000,2022-01-22T20:00:00Z,2022-01-22,41
2022-01-22T20:58:08Z,Wind generation,Wind Onshore,3062.484,2022-01-22T19:30:00Z,2022-01-22,40
2022-01-22T20:58:08Z,Wind generation,Wind Offshore,1798.208,2022-01-22T19:30:00Z,2022-01-22,40
2022-01-22T20:58:08Z,Solar generation,Solar,0.000,2022-01-22T19:30:00Z,2022-01-22,40
