StartTime,DataProvider,SettlementDate,SettlementPeriod,Price,Volume
2022-07-23T23:30:00Z,APXMIDP,2022-07-24,2,181.88,678.700
2022-07-23T23:30:00Z,N2EXMIDP,2022-07-24,2,0.00,0.000
2022-07-23T23:00:00Z,APXMIDP,2022-07-24,1,194.44,751.300
2022-07-23T23:00:00Z,N2EXMIDP,2022-07-24,1,0.00,0.000
2022-07-23T22:30:00Z,APXMIDP,2022-07-23,48,234.08,999.900
2022-07-23T22:30:00Z,N2EXMIDP,2022-07-23,48,0.00,0.000
2022-07-23T22:00:00Z,APXMIDP,2022-07-23,47,232.14,962.650
2022-07-23T22:00:00Z,N2EXMIDP,2022-07-23,47,0.00,0.000
2022-07-23T21:30:00Z,APXMIDP,2022-07-23,46,203.38,1022.450
2022-07-23T21:30:00Z,N2EXMIDP,2022-07-23,46,0.00,0.000
2022-07-23T21:00:00Z,APXMIDP,2022-07-23,45,215.57,1168.200
2022-07-23T21:00:00Z,N2EXMIDP,2022-07-23,45,0.00,0.000
2022-07-23T20:30:00Z,APXMIDP,2022-07-23,44,222.21,839.300
2022-07-23T20:30:00Z,N2EXMIDP,2022-07-23,44,0.00,0.000
2022-07-23T20:00:00Z,APXMIDP,2022-07-23,43,266.60,1014.700
2022-07-23T20:00:00Z,N2EXMIDP,2022-07-23,43,0.00,0.000
2022-07-23T19:30:00Z,APXMIDP,2022-07-23,42,234.36,955.500
2022-07-23T19:30:00Z,N2EXMIDP,2022-07-23,42,0.00,0.000
2022-07-23T19:00:00Z,APXMIDP,2022-07-23,41,246.23,921.150
2022-07-23T19:00:00Z,N2EXMIDP,2022-07-23,41,0.00,0.000
2022-07-23T18:30:00Z,APXMIDP,2022-07-23,40,264.85,946.000
2022-07-23T18:30:00Z,N2EXMIDP,2022-07-23,40,0.00,0.000
2022-07-23T18:00:00Z,APXMIDP,2022-07-23,39,269.41,882.850
2022-07-23T18:00:00Z,N2EXMIDP,2022-07-23,39,0.00,0.000
2022-07-23T17:30:00Z,APXMIDP,2022-07-23,38,269.68,1198.600
2022-07-23T17:30:00Z,N2EXMIDP,2022-07-23,38,0.00,0.000
2022-07-23T17:00:00Z,APXMIDP,2022-07-23,37,278.80,1057.900
2022-07-23T17:00:00Z,N2EXMIDP,2022-07-23,37,0.00,0.000
2022-07-23T16:30:00Z,APXMIDP,2022-07-23,36,276.68,1072.500
2022-07-23T16:30:00Z,N2EXMIDP,2022-07-23,36,0.00,0.000
2022-07-23T16:00:00Z,APXMIDP,2022-07-23,35,267.62,1025.600
