PublishTime,BusinessType,PsrType,Quantity,StartTime,SettlementDate,SettlementPeriod
2019-12-15T00:58:09Z,Wind generation,Wind Onshore,3930.105,2019-12-14T23:30:00Z,2019-12-14,48
2019-12-15T00:58:09Z,Wind generation,Wind Offshore,4906.946,2019-12-14T23:30:00Z,2019-12-14,48
2019-12-15T00:58:09Z,Solar generation,Solar,0.000,2019-12-14T23:30:00Z,2019-12-14,48
2019-12-15T00:28:09Z,Wind generation,Wind Onshore,4148.125,2019-12-14T23:00:00Z,2019-12-14,47
2019-12-15T00:28:09Z,Wind generation,Wind Offshore,4699.285,2019-12-14T23:00:00Z,2019-12-14,47
2019-12-15T00:28:09Z,Solar generation,Solar,0.000,2019-12-14T23:00:00Z,2019-12-14,47
2019-12-14T23:58:09Z,Wind generation,Wind Onshore,4628.858,2019-12-14T22:30:00Z,2019-12-14,46
2019-12-14T23:58:09Z,Wind generation,Wind Offshore,4681.438,2019-12-14T22:30:00Z,2019-12-14,46
2019-12-14T23:58:09Z,Solar generation,Solar,0.000,2019-12-14T22:30:00Z,2019-12-14,46
2019-12-14T23:28:10Z,Wind generation,Wind Onshore,4871.186,2019-12-14T22:00:00Z,2019-12-14,45
2019-12-14T23:28:10Z,Wind generation,Wind Offshore,4680.682,2019-12-14T22:00:00Z,2019-12-14,45
2019-12-14T23:28:10Z,Solar generation,Solar,0.000,2019-12-14T22:00:00Z,2019-12-14,45
2019-12-14T22:58:09Z,Wind generation,Wind Onshore,4818.188,2019-12-14T21:30:00Z,2019-12-14,44
2019-12-14T22:58:09Z,Wind generation,Wind Offshore,4723.183,2019-12-14T21:30:00Z,2019-12-14,44
2019-12-14T22:58:09Z,Solar generation,Solar,0.000,2019-12-14T21:30:00Z,2019-12-14,44
2019-12-14T22:28:09Z,Wind generation,Wind Onshore,5038.388,2019-12-14T21:00:00Z,2019-12-14,43
2019-12-14T22:28:09Z,Wind generation,Wind Offshore,4784.475,2019-12-14T21:00:00Z,2019-12-14,43
2019-12-14T22:28:09Z,Solar generation,Solar,0.000,2019-12-14T21:00:00Z,2019-12-14,43
2019-12-14T21:58:10Z,Wind generation,Wind Onshore,5324.293,2019-12-14T20:30:00Z,2019-12-14,42
2019-12-14T21:58:10Z,Wind generation,Wind Offshore,5013.092,2019-12-14T20:30:00Z,2019-12-14,42
2019-12-14T21:58:10Z,Solar generation,Solar,0.000,2019-12-14T20:30:00Z,2019-12-14,42
2019-12-14T21:28:09Z,Wind generation,Wind Onshore,5446.102,2019-12-14T20:00:00Z,2019-12-14,41
2019-12-14T21:28:09Z,Wind generation,Wind Offshore,5108.692,2019-12-14T20:00:00Z,2019-12-14,41
2019-12-14T21:28:09Z,Solar generation,Solar,0.000,2019-12-14T20:00:00Z,2019-12-14,41
2019-12-14T20:58:09Z,Wind generation,Wind Onshore,5634.267,2019-12-14T19:30:00Z,2019-12-14,40
2019-12-14T20:58:09Z,Wind generation,Wind Offshore,5103.571,2019-12-14T19:30:00Z,2019-12-14,40
2019-12-14T20:58:09Z,Solar generation,Solar,0.000,2019-12-14T19:30:00Z,2019-12-14,40
2019-12-14T20:28:10Z,Wind generation,Wind Onshore,5652.124,2019-12-14T19:00:00Z,2019-12-14,39
2019-12-14T20:28:10Z,Wind generation,Wind Offshore,5097.063,2019-12-14T19:00:00Z,2019-12-14,39
2019-12-14T20:28:10Z,Solar generation,Solar,0.000,2019-12-14T19:00:00Z,2019-12-14,39
2019-12-14T19:58:08Z,Wind generation,Wind Onshore,5866.088,2019-12-14T18:30:00Z,2019-12-14,38
2019-12-14T19:58:08Z,Wind generation,Wind Offshore,5387.915,2019-12-14T18:30:00Z,2019-12-14,38
2019-12-14T19:58:08Z,Solar generation,Solar,0.000,2019-12-14T18:30:00Z,2019-12-14,38
2019-12-14T19:28:10Z,Wind generation,Wind Onshore,5987.805,2019-12-14T18:00:00Z,2019-12-14,37
2019-12-14T19:28:10Z,Wind generation,Wind Offshore,5392.890,2019-12-14T18:00:00Z,2019-12-14,37
2019-12-14T19:28:10Z,Solar generation,Solar,0.000,2019-12-14T18:00:00Z,2019-12-14,37
2019-12-14T18:58:10Z,Wind generation,Wind Onshore,5995.069,2019-12-14T17:30:00Z,2019-12-14,36
2019-12-14T18:58:10Z,Wind generation,Wind Offshore,5321.117,2019-12-14T17:30:00Z,2019-12-14,36
2019-12-14T18:58:10Z,Solar generation,Solar,0.000,2019-12-14T17:30:00Z,2019-12-14,36
2019-12-14T18:28:10Z,Wind generation,Wind Onshore,6111.400,2019-12-14T17:00:00Z,2019-12-14,35
2019-12-14T18:28:10Z,Wind generation,Wind Offshore,5554.948,2019-12-14T17:00:00Z,2019-12-14,35
2019-12-14T18:28:10Z,Solar generation,Solar,10.000,2019-12-14T17:00:00Z,2019-12-14,35
2019-12-14T17:58:08Z,Wind generation,Wind Onshore,6118.851,2019-12-14T16:30:00Z,2019-12-14,34
2019-12-14T17:58:08Z,Wind generation,Wind Offshore,5540.281,2019-12-14T16:30:00Z,2019-12-14,34
2019-12-14T17:58:08Z,Solar generation,Solar,0.000,2019-12-14T16:30:00Z,2019-12-14,34
2019-12-14T17:28:09Z,Wind generation,Wind Onshore,6206.145,2019-12-14T16:00:00Z,2019-12-14,33
2019-12-14T17:28:09Z,Wind generation,Wind Offshore,5592.012,2019-12-14T16:00:00Z,2019-12-14,33
2019-12-14T17:28:09Z,Solar generation,Solar,0.000,2019-12-14T16:00:00Z,2019-12-14,33
2019-12-14T16:58:10Z,Wind generation,Wind Onshore,6333.772,2019-12-14T15:30:00Z,2019-12-14,32
2019-12-14T16:58:10Z,Wind generation,Wind Offshore,5731.182,2019-12-14T15:30:00Z,2019-12-14,32
