PublishTime,BusinessType,PsrType,Quantity,StartTime,SettlementDate,SettlementPeriod
2023-08-13T01:58:07Z,Wind generation,Wind Onshore,2524.255,2023-08-12T23:30:00Z,2023-08-13,2
2023-08-13T01:58:07Z,Wind generation,Wind Offshore,5668.228,2023-08-12T23:30:00Z,2023-08-13,2
2023-08-13T01:58:07Z,Solar generation,Solar,0.000,2023-08-12T23:30:00Z,2023-08-13,2
2023-08-13T01:28:07Z,Wind generation,Wind Onshore,2614.935,2023-08-12T23:00:00Z,2023-08-13,1
2023-08-13T01:28:07Z,Wind generation,Wind Offshore,5566.639,2023-08-12T23:00:00Z,2023-08-13,1
2023-08-13T01:28:07Z,Solar generation,Solar,0.000,2023-08-12T23:00:00Z,2023-08-13,1
2023-08-13T00:58:08Z,Wind generation,Wind Onshore,2767.620,2023-08-12T22:30:00Z,2023-08-12,48
2023-08-13T00:58:08Z,Wind generation,Wind Offshore,5582.596,2023-08-12T22:30:00Z,2023-08-12,48
2023-08-13T00:58:08Z,Solar generation,Solar,0.000,2023-08-12T22:30:00Z,2023-08-12,48
2023-08-13T00:28:07Z,Wind generation,Wind Onshore,2795.612,2023-08-12T22:00:00Z,2023-08-12,47
2023-08-13T00:28:07Z,Wind generation,Wind Offshore,5745.290,2023-08-12T22:00:00Z,2023-08-12,47
2023-08-13T00:28:07Z,Solar generation,Solar,0.000,2023-08-12T22:00:00Z,2023-08-12,47
2023-08-12T23:58:07Z,Wind generation,Wind Onshore,2757.883,2023-08-12T21:30:00Z,2023-08-12,46
2023-08-12T23:58:07Z,Wind generation,Wind Offshore,5826.768,2023-08-12T21:30:00Z,2023-08-12,46
2023-08-12T23:58:07Z,Solar generation,Solar,0.000,2023-08-12T21:30:00Z,2023-08-12,46
2023-08-12T23:28:07Z,Wind generation,Wind Onshore,2750.151,2023-08-12T21:00:00Z,2023-08-12,45
2023-08-12T23:28:07Z,Wind generation,Wind Offshore,6134.981,2023-08-12T21:00:00Z,2023-08-12,45
