PublishTime,BusinessType,PsrType,Quantity,StartTime,SettlementDate,SettlementPeriod
2022-10-30T01:58:06Z,Wind generation,Wind Onshore,2039.164,2022-10-29T23:30:00Z,2022-10-30,2
2022-10-30T01:58:06Z,Wind generation,Wind Offshore,118.412,2022-10-29T23:30:00Z,2022-10-30,2
2022-10-30T01:58:06Z,Solar generation,Solar,0.000,2022-10-29T23:30:00Z,2022-10-30,2
2022-10-30T01:28:07Z,Wind generation,Wind Onshore,5417.131,2022-10-29T23:00:00Z,2022-10-30,1
2022-10-30T01:28:07Z,Wind generation,Wind Offshore,4216.805,2022-10-29T23:00:00Z,2022-10-30,1
2022-10-30T01:28:07Z,Solar generation,Solar,0.000,2022-10-29T23:00:00Z,2022-10-30,1
2022-10-30T00:58:07Z,Wind generation,Wind Onshore,5489.395,2022-10-29T22:30:00Z,2022-10-29,48
2022-10-30T00:58:07Z,Wind generation,Wind Offshore,4156.412,2022-10-29T22:30:00Z,2022-10-29,48
2022-10-30T00:58:07Z,Solar generation,Solar,0.000,2022-10-29T22:30:00Z,2022-10-29,48
2022-10-30T00:28:08Z,Wind generation,Wind Onshore,5629.778,2022-10-29T22:00:00Z,2022-10-29,47
2022-10-30T00:28:08Z,Wind generation,Wind Offshore,4195.022,2022-10-29T22:00:00Z,2022-10-29,47
2022-10-30T00:28:08Z,Solar generation,Solar,0.000,2022-10-29T22:00:00Z,2022-10-29,47
2022-10-29T23:58:07Z,Wind generation,Wind Onshore,5714.660,2022-10-29T21:30:00Z,2022-10-29,46
2022-10-29T23:58:07Z,Wind generation,Wind Offshore,4443.337,2022-10-29T21:30:00Z,2022-10-29,46
2022-10-29T23:58:07Z,Solar generation,Solar,0.000,2022-10-29T21:30:00Z,2022-10-29,46
2022-10-29T23:28:07Z,Wind generation,Wind Onshore,5657.618,2022-10-29T21:00:00Z,2022-10-29,45
2022-10-29T23:28:07Z,Wind generation,Wind Offshore,4586.730,2022-10-29T21:00:00Z,2022-10-29,45
2022-10-29T23:28:07Z,Solar generation,Solar,0.000,2022-10-29T21:00:00Z,2022-10-29,45
2022-10-29T22:58:06Z,Wind generation,Wind Onshore,5711.674,2022-10-29T20:30:00Z,2022-10-29,44
2022-10-29T22:58:06Z,Wind generation,Wind Offshore,4883.425,2022-10-29T20:30:00Z,2022-10-29,44
2022-10-29T22:58:06Z,Solar generation,Solar,0.000,2022-10-29T20:30:00Z,2022-10-29,44
2022-10-29T22:28:07Z,Wind generation,Wind Onshore,5634.164,2022-10-29T20:00:00Z,2022-10-29,43
2022-10-29T22:28:07Z,Wind generation,Wind Offshore,5234.698,2022-10-29T20:00:00Z,2022-10-29,43
2022-10-29T22:28:07Z,Solar generation,Solar,0.000,2022-10-29T20:00:00Z,2022-10-29,43
2022-10-29T21:58:07Z,Wind generation,Wind Onshore,5652.628,2022-10-29T19:30:00Z,2022-10-29,42
2022-10-29T21:58:07Z,Wind generation,Wind Offshore,4925.394,2022-10-29T19:30:00Z,2022-10-29,42
2022-10-29T21:58:07Z,Solar generation,Solar,0.000,2022-10-29T19:30:00Z,2022-10-29,42
2022-10-29T21:28:06Z,Wind generation,Wind Onshore,5654.966,2022-10-29T19:00:00Z,2022-10-29,41
2022-10-29T21:28:06Z,Wind generation,Wind Offshore,5052.062,2022-10-29T19:00:00Z,2022-10-29,41
2022-10-29T21:28:06Z,Solar generation,Solar,0.000,2022-10-29T19:00:00Z,2022-10-29,41
2022-10-29T20:58:07Z,Wind generation,Wind Onshore,5740.618,2022-10-29T18:30:00Z,2022-10-29,40
2022-10-29T20:58:07Z,Wind generation,Wind Offshore,4558.052,2022-10-29T18:30:00Z,2022-10-29,40
2022-10-29T20:58:07Z,Solar generation,Solar,0.000,2022-10-29T18:30:00Z,2022-10-29,40
2022-10-29T20:28:07Z,Wind generation,Wind Onshore,5662.342,2022-10-29T18:00:00Z,2022-10-29,39
2022-10-29T20:28:07Z,Wind generation,Wind Offshore,4579.605,2022-10-29T18:00:00Z,2022-10-29,39
2022-10-29T20:28:07Z,Solar generation,Solar,0.000,2022-10-29T18:00:00Z,2022-10-29,39
2022-10-29T19:58:06Z,Wind generation,Wind Onshore,5574.169,2022-10-29T17:30:00Z,2022-10-29,38
2022-10-29T19:58:06Z,Wind generation,Wind Offshore,4238.979,2022-10-29T17:30:00Z,2022-10-29,38
2022-10-29T19:58:06Z,Solar generation,Solar,0.000,2022-10-29T17:30:00Z,2022-10-29,38
2022-10-29T19:28:07Z,Wind generation,Wind Onshore,5646.601,2022-10-29T17:00:00Z,2022-10-29,37
2022-10-29T19:28:07Z,Wind generation,Wind Offshore,3398.052,2022-10-29T17:00:00Z,2022-10-29,37
2022-10-29T19:28:07Z,Solar generation,Solar,0.000,2022-10-29T17:00:00Z,2022-10-29,37
2022-10-29T18:58:06Z,Wind generation,Wind Onshore,5813.521,2022-10-29T16:30:00Z,2022-10-29,36
2022-10-29T18:58:06Z,Wind generation,Wind Offshore,3168.240,2022-10-29T16:30:00Z,2022-10-29,36
2022-10-29T18:58:06Z,Solar generation,Solar,0.000,2022-10-29T16:30:00Z,2022-10-29,36
2022-10-29T18:28:07Z,Wind generation,Wind Onshore,5854.656,2022-10-29T16:00:00Z,2022-10-29,35
2022-10-29T18:28:07Z,Wind generation,Wind Offshore,2981.632,2022-10-29T16:00:00Z,2022-10-29,35
2022-10-29T18:28:07Z,Solar generation,Solar,66.000,2022-10-29T16:00:00Z,2022-10-29,35
2022-10-29T17:58:07Z,Wind generation,Wind Onshore,5673.234,2022-10-29T15:30:00Z,2022-10-29,34
2022-10-29T17:58:07Z,Wind generation,Wind Offshore,2700.778,2022-10-29T15:30:00Z,2022-10-29,34
2022-10-29T17:58:07Z,Solar generation,Solar,322.000,2022-10-29T15:30:00Z,2022-10-29,34
2022-10-29T17:28:07Z,Wind generation,Wind Onshore,5562.673,2022-10-29T15:00:00Z,2022-10-29,33
2022-10-29T17:28:07Z,Wind generation,Wind Offshore,2915.677,2022-10-29T15:00:00Z,2022-10-29,33
2022-10-29T17:28:07Z,Solar generation,Solar,643.000,2022-10-29T15:00:00Z,2022-10-29,33
2022-10-29T16:58:07Z,Wind generation,Wind Onshore,5661.467,2022-10-29T14:30:00Z,2022-10-29,32
2022-10-29T16:58:07Z,Wind generation,Wind Offshore,2749.661,2022-10-29T14:30:00Z,2022-10-29,32
2022-10-29T16:58:07Z,Solar generation,Solar,974.000,2022-10-29T14:30:00Z,2022-10-29,32
2022-10-29T16:28:07Z,Wind generation,Wind Onshore,5503.915,2022-10-29T14:00:00Z,2022-10-29,31
2022-10-29T16:28:07Z,Wind generation,Wind Offshore,2616.701,2022-10-29T14:00:00Z,2022-10-29,31
2022-10-29T16:28:07Z,Solar generation,Solar,1308.000,2022-10-29T14:00:00Z,2022-10-29,31
2022-10-29T15:58:07Z,Wind generation,Wind Onshore,5143.647,2022-10-29T13:30:00Z,2022-10-29,30
2022-10-29T15:58:07Z,Wind generation,Wind Offshore,2703.297,2022-10-29T13:30:00Z,2022-10-29,30
2022-10-29T15:58:07Z,Solar generation,Solar,1683.000,2022-10-29T13:30:00Z,2022-10-29,30
