StartTime,DataProvider,SettlementDate,SettlementPeriod,Price,Volume
2020-12-26T23:30:00Z,APXMIDP,2020-12-26,48,2.68,696.500
2020-12-26T23:30:00Z,N2EXMIDP,2020-12-26,48,0.00,0.000
2020-12-26T23:00:00Z,APXMIDP,2020-12-26,47,-0.38,569.700
2020-12-26T23:00:00Z,N2EXMIDP,2020-12-26,47,0.00,0.000
2020-12-26T22:30:00Z,APXMIDP,2020-12-26,46,-1.65,760.000
2020-12-26T22:30:00Z,N2EXMIDP,2020-12-26,46,0.00,0.000
2020-12-26T22:00:00Z,APXMIDP,2020-12-26,45,3.29,769.200
2020-12-26T22:00:00Z,N2EXMIDP,2020-12-26,45,0.00,0.000
2020-12-26T21:30:00Z,APXMIDP,2020-12-26,44,3.84,694.400
2020-12-26T21:30:00Z,N2EXMIDP,2020-12-26,44,0.00,0.000
2020-12-26T21:00:00Z,APXMIDP,2020-12-26,43,19.73,889.650
2020-12-26T21:00:00Z,N2EXMIDP,2020-12-26,43,0.00,0.000
2020-12-26T20:30:00Z,APXMIDP,2020-12-26,42,15.56,606.550
2020-12-26T20:30:00Z,N2EXMIDP,2020-12-26,42,0.00,0.000
2020-12-26T20:00:00Z,APXMIDP,2020-12-26,41,20.59,832.900
2020-12-26T20:00:00Z,N2EXMIDP,2020-12-26,41,0.00,0.000
2020-12-26T19:30:00Z,APXMIDP,2020-12-26,40,42.22,886.600
2020-12-26T19:30:00Z,N2EXMIDP,2020-12-26,40,0.00,0.000
2020-12-26T19:00:00Z,APXMIDP,2020-12-26,39,46.43,944.850
2020-12-26T19:00:00Z,N2EXMIDP,2020-12-26,39,0.00,0.000
2020-12-26T18:30:00Z,APXMIDP,2020-12-26,38,52.94,901.900
2020-12-26T18:30:00Z,N2EXMIDP,2020-12-26,38,0.00,0.000
2020-12-26T18:00:00Z,APXMIDP,2020-12-26,37,56.92,1089.850
2020-12-26T18:00:00Z,N2EXMIDP,2020-12-26,37,0.00,0.000
2020-12-26T17:30:00Z,APXMIDP,2020-12-26,36,56.20,1046.550
2020-12-26T17:30:00Z,N2EXMIDP,2020-12-26,36,0.00,0.000
2020-12-26T17:00:00Z,APXMIDP,2020-12-26,35,57.24,1026.650
2020-12-26T17:00:00Z,N2EXMIDP,2020-12-26,35,0.00,0.000
2020-12-26T16:30:00Z,APXMIDP,2020-12-26,34,54.63,1036.000
2020-12-26T16:30:00Z,N2EXMIDP,2020-12-26,34,0.00,0.000
2020-12-26T16:00:00Z,APXMIDP,2020-12-26,33,46.72,1031.400
