StartTime,DataProvider,SettlementDate,SettlementPeriod,Price,Volume
2019-08-24T23:30:00Z,APXMIDP,2019-08-25,2,44.10,346.950
2019-08-24T23:30:00Z,N2EXMIDP,2019-08-25,2,0.00,0.000
2019-08-24T23:00:00Z,APXMIDP,2019-08-25,1,44.35,344.550
2019-08-24T23:00:00Z,N2EXMIDP,2019-08-25,1,0.00,0.000
2019-08-24T22:30:00Z,APXMIDP,2019-08-24,48,46.67,607.200
2019-08-24T22:30:00Z,N2EXMIDP,2019-08-24,48,0.00,0.000
2019-08-24T22:00:00Z,APXMIDP,2019-08-24,47,47.77,836.400
2019-08-24T22:00:00Z,N2EXMIDP,2019-08-24,47,0.00,0.000
2019-08-24T21:30:00Z,APXMIDP,2019-08-24,46,45.68,715.000
2019-08-24T21:30:00Z,N2EXMIDP,2019-08-24,46,0.00,0.000
2019-08-24T21:00:00Z,APXMIDP,2019-08-24,45,49.30,808.450
2019-08-24T21:00:00Z,N2EXMIDP,2019-08-24,45,0.00,0.000
2019-08-24T20:30:00Z,APXMIDP,2019-08-24,44,52.18,1054.750
2019-08-24T20:30:00Z,N2EXMIDP,2019-08-24,44,0.00,0.000
2019-08-24T20:00:00Z,APXMIDP,2019-08-24,43,53.10,1094.600
2019-08-24T20:00:00Z,N2EXMIDP,2019-08-24,43,0.00,0.000
2019-08-24T19:30:00Z,APXMIDP,2019-08-24,42,50.09,1046.700
2019-08-24T19:30:00Z,N2EXMIDP,2019-08-24,42,0.00,0.000
2019-08-24T19:00:00Z,APXMIDP,2019-08-24,41,49.72,1046.950
2019-08-24T19:00:00Z,N2EXMIDP,2019-08-24,41,0.00,0.000
2019-08-24T18:30:00Z,APXMIDP,2019-08-24,40,50.34,1124.500
2019-08-24T18:30:00Z,N2EXMIDP,2019-08-24,40,0.00,0.000
2019-08-24T18:00:00Z,APXMIDP,2019-08-24,39,50.27,1096.550
2019-08-24T18:00:00Z,N2EXMIDP,2019-08-24,39,0.00,0.000
2019-08-24T17:30:00Z,APXMIDP,2019-08-24,38,46.54,977.050
2019-08-24T17:30:00Z,N2EXMIDP,2019-08-24,38,0.00,0.000
2019-08-24T17:00:00Z,APXMIDP,2019-08-24,37,44.28,871.350
2019-08-24T17:00:00Z,N2EXMIDP,2019-08-24,37,50.67,37.500
2019-08-24T16:30:00Z,APXMIDP,2019-08-24,36,44.36,874.500
2019-08-24T16:30:00Z,N2EXMIDP,2019-08-24,36,0.00,0.000
2019-08-24T16:00:00Z,APXMIDP,2019-08-24,35,42.00,1200.100
2019-08-24T16:00:00Z,N2EXMIDP,2019-08-24,35,0.00,0.000
2019-08-24T15:30:00Z,APXMIDP,2019-08-24,34,39.77,1145.800
2019-08-24T15:30:00Z,N2EXMIDP,2019-08-24,34,0.00,0.000
2019-08-24T15:00:00Z,APXMIDP,2019-08-24,33,39.03,1202.400
