StartTime,DataProvider,SettlementDate,SettlementPeriod,Price,Volume
2018-06-30T23:30:00Z,APXMIDP,2018-07-01,2,53.99,373.050
2018-06-30T23:30:00Z,N2EXMIDP,2018-07-01,2,0.00,0.000
2018-06-30T23:00:00Z,APXMIDP,2018-07-01,1,58.70,345.000
2018-06-30T23:00:00Z,N2EXMIDP,2018-07-01,1,0.00,0.000
2018-06-30T22:30:00Z,APXMIDP,2018-06-30,48,60.90,878.350
2018-06-30T22:30:00Z,N2EXMIDP,2018-06-30,48,0.00,0.000
2018-06-30T22:00:00Z,APXMIDP,2018-06-30,47,58.32,770.600
2018-06-30T22:00:00Z,N2EXMIDP,2018-06-30,47,0.00,0.000
2018-06-30T21:30:00Z,APXMIDP,2018-06-30,46,57.85,812.150
2018-06-30T21:30:00Z,N2EXMIDP,2018-06-30,46,0.00,0.000
2018-06-30T21:00:00Z,APXMIDP,2018-06-30,45,59.11,933.250
2018-06-30T21:00:00Z,N2EXMIDP,2018-06-30,45,0.00,0.000
2018-06-30T20:30:00Z,APXMIDP,2018-06-30,44,59.89,951.700
2018-06-30T20:30:00Z,N2EXMIDP,2018-06-30,44,0.00,0.000
2018-06-30T20:00:00Z,APXMIDP,2018-06-30,43,61.40,931.650
2018-06-30T20:00:00Z,N2EXMIDP,2018-06-30,43,0.00,0.000
2018-06-30T19:30:00Z,APXMIDP,2018-06-30,42,66.30,859.950
2018-06-30T19:30:00Z,N2EXMIDP,2018-06-30,42,0.00,0.000
2018-06-30T19:00:00Z,APXMIDP,2018-06-30,41,67.24,821.400
2018-06-30T19:00:00Z,N2EXMIDP,2018-06-30,41,0.00,0.000
2018-06-30T18:30:00Z,APXMIDP,2018-06-30,40,65.27,678.500
2018-06-30T18:30:00Z,N2EXMIDP,2018-06-30,40,0.00,0.000
2018-06-30T18:00:00Z,APXMIDP,2018-06-30,39,66.28,736.000
2018-06-30T18:00:00Z,N2EXMIDP,2018-06-30,39,0.00,0.000
2018-06-30T17:30:00Z,APXMIDP,2018-06-30,38,65.66,691.500
2018-06-30T17:30:00Z,N2EXMIDP,2018-06-30,38,0.00,0.000
2018-06-30T17:00:00Z,APXMIDP,2018-06-30,37,64.23,710.750
2018-06-30T17:00:00Z,N2EXMIDP,2018-06-30,37,0.00,0.000
2018-06-30T16:30:00Z,APXMIDP,2018-06-30,36,60.89,772.400
2018-06-30T16:30:00Z,N2EXMIDP,2018-06-30,36,0.00,0.000
2018-06-30T16:00:00Z,APXMIDP,2018-06-30,35,57.54,807.350
2018-06-30T16:00:00Z,N2EXMIDP,2018-06-30,35,0.00,0.000
2018-06-30T15:30:00Z,APXMIDP,2018-06-30,34,54.63,916.800
2018-06-30T15:30:00Z,N2EXMIDP,2018-06-30,34,0.00,0.000
2018-06-30T15:00:00Z,APXMIDP,2018-06-30,33,52.45,920.100
2018-06-30T15:00:00Z,N2EXMIDP,2018-06-30,33,0.00,0.000
2018-06-30T14:30:00Z,APXMIDP,2018-06-30,32,51.76,869.050
2018-06-30T14:30:00Z,N2EXMIDP,2018-06-30,32,0.00,0.000
2018-06-30T14:00:00Z,APXMIDP,2018-06-30,31,51.43,722.250
2018-06-30T14:00:00Z,N2EXMIDP,2018-06-30,31,0.00,0.000
2018-06-30T13:30:00Z,APXMIDP,2018-06-30,30,45.92,990.950
2018-06-30T13:30:00Z,N2EXMIDP,2018-06-30,30,0.00,0.000
2018-06-30T13:00:00Z,APXMIDP,2018-06-30,29,46.03,951.850
2018-06-30T13:00:00Z,N2EXMIDP,2018-06-30,29,0.00,0.000
2018-06-30T12:30:00Z,APXMIDP,2018-06-30,28,45.55,1076.900
2018-06-30T12:30:00Z,N2EXMIDP,2018-06-30,28,0.00,0.000
2018-06-30T12:00:00Z,APXMIDP,2018-06-30,27,45.54,962.300
2018-06-30T12:00:00Z,N2EXMIDP,2018-06-30,27,0.00,0.000
2018-06-30T11:30:00Z,APXMIDP,2018-06-30,26,48.13,813.400
2018-06-30T11:30:00Z,N2EXMIDP,2018-06-30,26,0.00,0.000
2018-06-30T11:00:00Z,APXMIDP,2018-06-30,25,48.82,805.500
2018-06-30T11:00:00Z,N2EXMIDP,2018-06-30,25,0.00,0.000
2018-06-30T10:30:00Z,APXMIDP,2018-06-30,24,49.19,657.600
2018-06-30T10:30:00Z,N2EXMIDP,2018-06-30,24,0.00,0.000
2018-06-30T10:00:00Z,APXMIDP,2018-06-30,23,48.60,649.200
2018-06-30T10:00:00Z,N2EXMIDP,2018-06-30,23,0.00,0.000
2018-06-30T09:30:00Z,APXMIDP,2018-06-30,22,56.66,1021.200
2018-06-30T09:30:00Z,N2EXMIDP,2018-06-30,22,0.00,0.000
2018-06-30T09:00:00Z,APXMIDP,2018-06-30,21,58.33,1015.450
2018-06-30T09:00:00Z,N2EXMIDP,2018-06-30,21,0.00,0.000
2018-06-30T08:30:00Z,APXMIDP,2018-06-30,20,59.02,1044.750
2018-06-30T08:30:00Z,N2EXMIDP,2018-06-30,20,0.00,0.000
2018-06-30T08:00:00Z,APXMIDP,2018-06-30,19,58.62,998.150
2018-06-30T08:00:00Z,N2EXMIDP,2018-06-30,19,0.00,0.000
2018-06-30T07:30:00Z,APXMIDP,2018-06-30,18,57.62,865.900
2018-06-30T07:30:00Z,N2EXMIDP,2018-06-30,18,0.00,0.000
2018-06-30T07:00:00Z,APXMIDP,2018-06-30,17,51.84,809.300
2018-06-30T07:00:00Z,N2EXMIDP,2018-06-30,17,0.00,0.000
2018-06-30T06:30:00Z,APXMIDP,2018-06-30,16,47.24,583.100
2018-06-30T06:30:00Z,N2EXMIDP,2018-06-30,16,0.00,0.000
2018-06-30T06:00:00Z,APXMIDP,2018-06-30,15,46.33,612.450
2018-06-30T06:00:00Z,N2EXMIDP,2018-06-30,15,0.00,0.000
2018-06-30T05:30:00Z,APXMIDP,2018-06-30,14,36.83,614.400
2018-06-30T05:30:00Z,N2EXMIDP,2018-06-30,14,0.00,0.000
2018-06-30T05:00:00Z,APXMIDP,2018-06-30,13,39.60,375.000
2018-06-30T05:00:00Z,N2EXMIDP,2018-06-30,13,0.00,0.000
2018-06-30T04:30:00Z,APXMIDP,2018-06-30,12,40.80,378.150
2018-06-30T04:30:00Z,N2EXMIDP,2018-06-30,12,0.00,0.000
2018-06-30T04:00:00Z,APXMIDP,2018-06-30,11,42.40,438.500
